Keyword,title,price,raw_price,rating,Reviews,platform,position,Delivery,Link,thumbnail,Data_Source,brand,rank,visibility_score,top_10_products,price_range
chair,Brenton Studio Bellanca Guest Chair Black,12.0,12.0,4.0,285,masterpiece oü,6,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRqampRowpBGBEnVwFVEYnZ6vZEvAFLvaDoghgjTDpZhoMInjwpBC6hFCcfoQ2TTyLCof5cLczgpP7Lo-n2ylaMIOMv56EeQd9I7l4EDeot,API,Brenton,11,9.090909090909092,False,Budget
chair,Maiden Home The Perry Chair,3950.0,3950.0,4.5,,maiden home,7,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQRqtf1pB6HJDdvL7vs_TM8h9v2ih1j-fBDtvNgFPWQJ5EzzRlFrQmqw4YHJLlqdoTS9tABMbl7ja4wD8HxppgCWx0CzO0vO941Gg7qez6AAtsqsDd3GcjWiw,API,Maiden,6,16.666666666666664,True,Mid Range
chair,Quinn Gray Swivel Chair,148.0,148.0,4.5,,american furniture warehouse,8,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTZIdd5pdNCo16sDfqQjDD8e-JoozJMIkE6J6wg0ASWKdYgS-CWQoWW9LKyS5xqjc10wr7ElyMrv9Ni2k6ZgvwFuiQKzfCgcD_vNd1x_WH5IFXeF9psix2d,API,Quinn,6,16.666666666666664,True,Budget
chair,Maiden Home The Kenmare Chair,2425.0,2425.0,4.5,,maiden home,9,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSY9asw9Z6OGDjs_j09K3C9DjR9jxU_JDbBbwowyM_U-8hJx94TKUer3bfQyyIfN4pm0I1K_CuZJodIlHn831L-x58q40Ui0iOZ6nv4d1c8V4-RJPv7gF_8iw,API,Maiden,6,16.666666666666664,True,Mid Range
chair,Maiden Home Oliver Modern Swivel Lounge Armchair,4264.0,4264.0,4.5,,aptdeco,10,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQHrajaGgoOMwwAaZLMY5LPVFffKzOYIYauL4z3h3TqUBqdNL6qp7GXCNCmJm_pBSQHK9GQOxnKuUhvHNfoe4v1Wel-x_pDjWkeGeeShXHNupb5EM4ZyumFnA,API,Maiden,6,16.666666666666664,True,Mid Range
chair,Bexley Graphite Gray Accent Chair,68.0,68.0,4.5,,american furniture warehouse,11,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRDi_Wim2kJTlqOuSqYjk6YHR-wZl9RNRALtjFQnY9jQJsZ6dzUr50mkXwM6HYsvk0l_jZW0lH4jTmitusmc7d222NGE_9PQA8zvAd4jenG9s_P0O510Rej,API,Bexley,6,16.666666666666664,True,Budget
chair,Realspace Radano Mesh HighBack Executive Office Chair,229.99,229.99,2.4,75,office depot,12,Free delivery,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQsGwCvBPRclekafMwDBJ3Z8g0UHTxtUqQianHudOvp_5pQrOirGxnjglHLDLAZcuIvqcHF_E7GburA8w7FPYKDAg91EsgMvtWU3saynm0INckg5YvE_ugy,API,Realspace,27,3.7037037037037033,False,Budget
chair,Furman Accent Chair,248.0,248.0,3.6,184,american furniture warehouse,13,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSsf64XBce8pWvwvb4vZinQ39eZbWadKmbDv84452kqibB1PasL5Zw2heDgxdWjSn5mnjDwi_lHT96K1hQ54HcxOgf82R3duFGmgrB5Q2qtcuRXR_DV2Ihs,API,Furman,15,6.666666666666667,False,Budget
chair,9300 Series Vinyl Padded Stack Chair,99.0,99.0,5.0,74,find office furniture,14,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQn1r4TP5ab_5c8ef5M-1-aVTxerOzP_1eVl85_APuGLRXH4tJkm7sFg8Zoyc26LIMMNwYjrE22lBA2-1YChZBBvKp2eAX3160gLkf21o3VqMA8yJOD8xYnzw,API,9300,1,100.0,True,Budget
chair,FlexFit Dexley Mesh Task Chair,169.99,169.99,4.1,93,staples,15,Free delivery by Tue,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSRlCU_Y1ee2F7h-MeVLhN7AsuNswJiCgpevcAU09qlauCY8pevpFjaw2IJVO6X0hWlYOYHK3uWpHtIQbrMeTLJczrc9515jgZjxPtYP7Vxu3qVD9FTHQ7g,API,FlexFit,10,10.0,True,Budget
chair,National Public Seating Folding ChairGray1834 InPK4 onesize 2302,234.44,234.44,5.0,227,lowe's,16,Free delivery by Thu,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRKDs-_8drgeFuq_z1xEY2e4RgFtdJuS3k4Wws7aN7fOTa9LWyPtmdwHwWb7iDwQJdybxhnFnAUQMLRNvuuMYxPeXRxt7uJzSKPQlt24Uyda-3C7wVndT8MPg,API,National,1,100.0,True,Budget
chair,Arden Gray Accent Chair,228.0,228.0,5.0,1,american furniture warehouse,17,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR94Nm7_Fvz7FClQwVxs_WE-mORXn49E8GdFalqXhIavdaw74WIgwbyzNrxFRwSLBFlwOj_hKv95FhIlYkTHVmVTQeudheWc-AXhC9fczL5pzge_vw-tllfpg,API,Arden,1,100.0,True,Budget
chair,Bixler Living Room Showood Accent Chair Olive,248.67,248.67,2.7,43,ocala furniture outlets,18,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTeP1mvAwOAOFVmROcO8xfNhrqchH44KafyhuqQUpaoNWbEra1F3HQ7xK6zlirl_wXcWODZ3bFdI6fdZS-RIkK_DnJ4oiPkcg,API,Bixler,24,4.166666666666666,False,Budget
chair,Staples Rutherford Luxura Manager Chair,129.99,129.99,4.9,10,best buy,19,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQP78aRaQb1xKk3RqMusOfBShThZKhnWGaUOF2oufUhs8NLiPy8S0YrabvAXCmIPyg5MEYc0FaezBMWufZiN-JpZBZliFTKJBeNC2_b-6absnXKknNFmNBw,API,Staples,2,50.0,True,Budget
chair,Bixler Olive Showood Accent Chair,299.0,299.0,3.2,170,atlantic bedding & furniture,20,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRCperRC1EpXWB4-8_eDyfYRNK-ByYj_HdvOZJaWj8iW4L5DWVSDS4fHmeDUfSGhgGLNoBDi3uEubvSv7QufEfMFWd4nD0to9aanf990H8j5gm74E_wDQRefg,API,Bixler,19,5.263157894736842,False,Budget
chair,Gwen Gray Swivel Chair,248.0,248.0,5.0,58,american furniture warehouse,21,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTr9xzq4BGdvu7GzRN61f9yOopq6sl95xGYfQfX3_W3hjLA4eaH81e4u7ebsFA4EfymQIUB5-59zmmBu3sUhF1mjn7reZXXmi5W6pU9hxxL9NstNQiDjQrn,API,Gwen,1,100.0,True,Budget
chair,Papasan Chair White With White Frame,98.0,98.0,5.0,1900,american furniture warehouse,22,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTgX9-FUJCzwJ4LzBL4JOfchx0-xvYNYvnfXfOngHpEuXjKYLb1eGYGofSgJqGVE0NJGdcvqRq1o_K58Y8Kphm--EQciJGgw68bQbBSdBb3qPcKmlUUrkAB,API,Papasan,1,100.0,True,Budget
chair,Realspace Modern Comfort Pizana Boucl Fabric HighBack Executive Office Chair,279.99,279.99,2.8,55,office depot,23,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQuCfH3EKbPWb-DmkNnZTtWpQyDyHC6fLXni87AJzjqOj06dUEQ1wJZCLYOiEjrFb4Q1pgg9pW8FleLbvWnCeEIY7w99SBTQJZY9EgPFMEPrUSZvTm2nBWr,API,Realspace,23,4.3478260869565215,False,Budget
chair,Maiden Home Henri Modern Swivel Lounge Chair Cream Upholstery,502.0,502.0,4.5,,reperch - phoenix,24,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSVDk130jldMUC1rvPjV5rrBVTasXNwAJFqm6QqEm4N8R6gBsRDg-5Jaa7wYle3yhRPu3WI0uZA9JT4OYpWNpr94ugtyeEWBtt57s1JmDh276bSptDr9GJsoA,API,Maiden,6,16.666666666666664,True,Mid Range
chair,Maiden Home Henri Modern Swivel Lounge Chair Cream Upholstery,553.0,553.0,4.5,,kashew,25,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTpxDm5OQnVHwHOcVR1A1b8TAf2AlDULRKDRryIFP2AklCE9ajKxD4mmhj4RX-1LWAasQEYQp-Z8MX0fHVlhS8lODAhmvEw4wlk-4wrUJdYjGxoGzW7pR8k30Y,API,Maiden,6,16.666666666666664,True,Mid Range
chair,Staples Dexley Ergonomic Mesh Swivel Task Chair Black UN56946VCC Quill,169.99,169.99,2.5,16,quill,26,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRIZaNKvxVd1pTeSMTlbFGGRAde_qXZSAjXsEISdiCl6kiWutytTybZvP4C15QGlnMolXYTOJHwVhN0zmUVKvbnxmVZg7CSI6PgkhcpLkExohIIlkq2r3zaiA,API,Staples,26,3.8461538461538463,False,Budget
chair,Britt Swivel Accent Chair,228.0,228.0,5.0,85,american furniture warehouse,27,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTHb9ja1f_mxQUQCpvWDFApqnDUCKGol9-PG4CHcG-OKS3qixjskTifppJO7klj14OadEE0o_kLz_blgACC49HebBHD97jetuJx9rbhMoKek-4tdO7nqVif,API,Britt,1,100.0,True,Budget
chair,Cisco Home Donato Slipped Chair abc carpet home,3634.0,3634.0,4.5,,abc carpet & home,28,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQC_UzmP1TXJ3-e4TEgbEiRS1l_JxsIPMhzsGsiz65jWAHYnu9cKFDTjoi0551VH9cS4RWC0jX6XCSX2vjBh1C6DwNaCJyd81nbVwEccQ5GkbTqvVp464wT,API,Cisco,6,16.666666666666664,True,Mid Range
chair,Cisco Home Donato Pure White Linen Slipcovered Chair,4738.0,4738.0,4.5,,furniture.com,29,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQtrmVOiaKslA0IE0aJZ1Y_RYAgwYtv1KIR868ng1HfXwjZ2W16V3l2nLkIosthf0IBVGobDsmzu7LFRY2KcrUo1Ouz7y7Z,API,Cisco,6,16.666666666666664,True,Mid Range
chair,National Public Seating 2300 Series Folding Chair Save On Bulk Orders,241.55,241.55,3.7,245,bulk office supply,30,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQUPrahWV3CU-BaJoi3TNoqZLpWLo6lBOZ_3_-O4IDA6DRFcBr2XyqDGGWbMx1ncnmVAoq3crpxy_tU_MrfaB0naASmi3AvqxUhNTp1ldtq,API,National,14,7.142857142857142,False,Budget
chair,Union Scale FlexFit Dexley Mesh Task Chair Blue with Adjustable Tilt and Lumbar Support UN59375,149.99,149.99,2.9,82,walmart - myofficeinnovations,31,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSaDKgpApkggH8VQjdSDTk4Mh4k4BeRMal8eQjjmhqMgCSHcCWXXcZWw4GbZqXnb93erSldtWR3MTptysHVeySQn3JHjqLWbBucsW7y5pSb_DQkzYW63uekTg,API,Union,22,4.545454545454546,False,Budget
chair,Luxe White Boucle Accent Chair,128.0,128.0,5.0,1,american furniture warehouse,32,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSeIJKvgsi4qSfdwpZbhRkjHTkTh8BvsLmymJMln7o1Z8tdLnNqOeIoirEWhTGUFymyPlhxRFCK7-9uAi_l-F4Dzketf9fV_lJQaYLDHdrRAR4ZF0cUri6dzw,API,Luxe,1,100.0,True,Budget
chair,NPS Folding Chair Fabric Seat Fabric Upholstery Steel Frame Gray Seat PK4 Model 2302,222.59,222.59,5.0,273,grainger industrial supply,33,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT6aIwqPtPSA8EG2JtGs5xAPL-K53zVq4SBtCR3624ezD8XgRfi9E5AWawHNTjRXl5PstBC5F8U-DfIGYjHM8s-GM_ygCchUrYI88WrErw5Z6Fii6nrxY9f,API,NPS,1,100.0,True,Budget
chair,OSP Papasan Chair,495.0,495.0,2.8,2000,lumiere lamps,34,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQHSbrMhig_FPhtbidzlJI07xBcbZQqdyXxi1KMXtmNh1F_JIYZBdQ6cu3f-AjBRMZ56uA0keWRIho-lvcfEZA1Uc0Es4dECKsHYU5auAWqvpgKkvd5jjbLmQ,API,OSP,23,4.3478260869565215,False,Mid Range
chair,Ashley Telora Chair,599.99,599.99,2.9,1,ashley,35,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTL_1C-GG5ciRoLuj4c6eXfnGc7Y-0izdnj5n2qwqDb8uiiWrfJA0f77UAPjzVQ50YuBGELo4xL7nFq6NocVvv9SXflHOET5AdYN8H-l5LF7fK-PT_rL-de2w,API,Ashley,22,4.545454545454546,False,Mid Range
chair,OSP Papasan Chair,98.0,98.0,2.8,2000,american furniture warehouse,36,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQHSbrMhig_FPhtbidzlJI07xBcbZQqdyXxi1KMXtmNh1F_JIYZBdQ6cu3f-AjBRMZ56uA0keWRIho-lvcfEZA1Uc0Es4dECKsHYU5auAWqvpgKkvd5jjbLmQ,API,OSP,23,4.3478260869565215,False,Budget
chair,Bok Dining Chair Brown Teak Black Leather,1399.0,1399.0,4.4,1,comosum,37,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRHrtdKwy2iFjVetifpaghkjqICa_cLzKAC6bV7G-cjM2oK3TTkoq2VbSVvq-I6YMWRCUIeCkI8gZk2Sh3cqx_ul4vCkxZxAZS1k_ayo7t8GE1LzLW2iYT8Pw,API,Bok,7,14.285714285714285,True,Mid Range
chair,Luxe Black Boucle Accent Chair,128.0,128.0,4.5,,american furniture warehouse,38,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRsYa7ICgVYgDLoZ3Iix7b7pOfV06jy1_bpWyJFRWqIV5sOS7J2qZMuD_niwhUdem-PE5VLgpgvutRs57iecAd0X1G1hAcvIM9ziErzWO6wvY6NR06GjS0J,API,Luxe,6,16.666666666666664,True,Budget
chair,Staples Kroy Ergonomic Office Task Chair Breathable Mesh Swivel Seat,180.17,180.17,4.5,,ebay - ouroborg,39,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQYfSXtOP7Kh2emj8CF8wFTvSjMQQoAJJKBy4lFYQ_BsosvWCALtJoJpqKs0G4vwsJGbBUL9D-NgzKWrtaH3FtBhwWAQimpgXzbvzDMOvzOEJDHNPKt37hnSg,API,Staples,6,16.666666666666664,True,Budget
chair,Staples Essentials Ergonomic Fabric Swivel Task Chair Black Adjustable Seat Height 282 in W Indoor Use Matte Mesh Modern,149.99,149.99,3.4,108,ebay - goodbyeretail,40,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSPpTG1y0ANn8ruk5E_NC4BnwlZ7syFz8FCd9VlEANXxYKAPE9VyFHkJe47kgj8CPo4lrF5fIUfzw2ZRbYJT6Arbls3r7Ca5HQ5CwhVl6Zh,API,Staples,17,5.88235294117647,False,Budget
chair,Hertford 26 Wide Mid Century Upholstered Solid Wood Accent Chair with an Extra Pillow Sand Stable,109.99,109.99,4.2,6000,wayfair,1,Free delivery by Thu,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT8f31YtxVOsm0wC0DAzn1m6I27VqfV4TOGsJWCQHC7aJTjiOAIDj5Bj0n20rzpxOa8YGal4Fcw3Nyi7ezSWCbfiysah3Hp_7yI9M9bHNXP,API,Hertford,9,11.11111111111111,True,Budget
chair,West Elm Penn Chair Performance Modern Chenille Poly,499.0,499.0,4.5,,west elm,2,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRGJ0uhxsMV_jxLNn32Zz1NUxfDV2BJd98dzWyDQfv4YzbJyQ2rM-YH26h_7Iqhriywgk7xtZsWP-h8RsjVhnvI_vSquRYx9vKs0SNSGWk,API,West,6,16.666666666666664,True,Mid Range
chair,FlexFit Dexley Mesh Task Chair,169.99,169.99,4.5,21,staples,3,Free delivery by Tue,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSRlCU_Y1ee2F7h-MeVLhN7AsuNswJiCgpevcAU09qlauCY8pevpFjaw2IJVO6X0hWlYOYHK3uWpHtIQbrMeTLJczrc9515jgZjxPtYP7Vxu3qVD9FTHQ7g,API,FlexFit,6,16.666666666666664,True,Budget
chair,Madison Park Calvin Swivel Chair,344.57,344.57,4.6,139,macy's,4,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcStXBs0jFCyORCn0Iyirofjb-Ndn6tzIGtyeznskna759iZaNYjrdmZF0FX30nVH4M7vutP9iCOW3UmFSjckfoqiiwEWNnaIFqmUrPpaETBTQ7zM5duT5h37g,API,Madison,5,20.0,True,Mid Range
chair,IKEA SMLLEN swivel chair,29.99,29.99,4.3,355,ikea,5,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRZwwoJFIlomTF6SdZu0HpTB6AcoJiHu_M8g47lhfo_0EGAA0r2Pq1bhwmogG7BqHGa7Kx_7Hnq2xthCENS3Jk0y3kfWiOEWThX4BLFfnsz,API,IKEA,8,12.5,True,Budget
chair,Bestier 346 Electric Power Lift Asist Recliner Chair with Massage and Heat,399.2,399.2,3.4,65,home depot,6,Free delivery by Sat,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRQU00sxWnM_ogr7Lnw2DDpT7jf2lOvsjQck0I_7hR9544N51hBdQpaeL_en9wkztQ_-zYBN9Q1sKVnn__Yl2gcxSWzACwN0PUhGUVIFujz,API,Bestier,17,5.88235294117647,False,Mid Range
chair,Ashley Santorine Chair,562.49,562.49,4.9,21,levin furniture and mattress,7,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRAQ-qAnTwohvel-d55YUPe0DzfDxI50DlkNsaF4U4s95R9to7UzczsHXMoa-mjYTsgL4n37GGzeMamRGvVzVOtgrfHeDRCmbjR3Jjm0kImmGJM5fdoaLqp7A,API,Ashley,2,50.0,True,Mid Range
chair,Pottery Barn Josie Upholstered Armchair Polyester Wrapped Cushions,599.0,599.0,4.5,,pottery barn,8,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcThwp4eoXjdvls5sSl9lkXgkbjnUJVPboA0GKYpRkTKh3kg8msz1lYYldLqa_JufKXGiOvsAWAHDyRMX8nndlVDRhIKI-9a7EGHuWBaSJoa7kLcxGbvSjvv,API,Pottery,6,16.666666666666664,True,Mid Range
chair,Jofran GT Swivel Sand Accent Chair,429.95,429.95,4.5,,walker's furniture & mattress,9,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQjFXCGyiPjhBQYwFeUkY6XhQhYjK5-NTrOKWues9952xT1fXnoM6ykEbQhuxW7FSDz5EIXC7Yn5B7YPWjmCJ6kKeAWI7uVcTU0oSXWnTpGMFy5TRy6E0ew,API,Jofran,6,16.666666666666664,True,Mid Range
chair,Amelia Grand Swivel Chair,1628.0,1628.0,4.5,,joybird furniture,10,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQzMbbWFKJ_T0qz1Ped-cTtwNz6adHT-sYPc-jDdQggR0IQ0a0fFroLst1Kc6eJsLzMk2KXw5gtkSj2Z0AE2gc_7J041Y8TmXL5S13pCndXHkrdFT4G9ZXWUg,API,Amelia,6,16.666666666666664,True,Mid Range
chair,HermanMillerXLogitechG Embody Gaming Chair,2255.0,2255.0,4.5,1400,herman miller,11,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSW2bobQOlPZtweQcirjo1TDTrDYwBF3jsbD0ooB-9Q1bH6WvrRIg0spxgtcrwHQwIjV0mvYpGIuaWK-w9MOgjHPuDVJIdge1sIP89xcvg7Dhk7Pf1Kk1UXdg,API,HermanMillerXLogitechG,6,16.666666666666664,True,Mid Range
chair,Staples Hyken Ergonomic Mesh Swivel Task Chair,154.99,154.99,4.6,23,staples,12,Free delivery by Tue,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSTTFhxXZSfdRjH3CqyshUVWSqDLIO5bs35vBBTRCleQSRMiaKtKrOfuoVKze91VvfH9QUWI15q2MPIvv92Nolmy1f_1kEUEcAQ04t5D9ncwJoTH-8az_gx9Kf1,API,Staples,5,20.0,True,Budget
chair,Uixe Upholstered Swivel Accent Barrel Chair,201.17,201.17,3.7,14,home depot,13,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ5saSavf5Lkcg_pnB0NkmYYC_ea5Q3H7vMekaw3cyC4mMZxa602sdNUco_uoyZhv1cWmYy9eLABVQa5OeyVKOwWmF0_fLMMRQtLvu3rtw,API,Uixe,14,7.142857142857142,False,Budget
chair,Macys Kabila Fabric Accent Chair,674.1,674.1,5.0,2,macy's,14,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSrlpUz6MdyX6auEELmqP08v6KZsw81dMvyp7eFndACcF3oP1jXU3V5CR_jpGq4AlBSh6WWGb5hHv2-Z0aIOPXYcN_owp4ZD5FB13rxAIV3sc6T1Bir2ZnvLQ,API,Macys,1,100.0,True,Mid Range
chair,Razer Iskur V2 X NewGen,349.99,349.99,4.2,5,best buy,15,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSaxp1H6Y_LQZDyr8SCRWTSWb0C3YU7i43BGnHfS63kE9bVMbjTmVQBJCuO3fbtnkJf2RNwazPgCEzA2EtIZdOlOFOAqu3tSLKL4oahLVQ,API,Razer,9,11.11111111111111,True,Mid Range
chair,Ktaxon Mid Century Modern Accent Chair Linen Fabric Armchair with Solid Wood Frame,129.99,129.99,4.2,63,walmart - ktaxon,16,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRMEG5eNjoeI-1tMaKB9Cxb3T1T929U76is-pHfQuFSfdipc18Ltn7qrSnklJvGT8yI6bdMI4FotxrN1SdyrdevlXS9AwWAebAsYDasuRPCmOwJ971wPYvqWA,API,Ktaxon,9,11.11111111111111,True,Budget
chair,Sculptural Chair by Anthropologie,998.0,998.0,4.7,9,anthropologie,17,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTswKyCjPr7BBOzMXBUiXSqZVgfnqooXC6gnT7COulREulcAhYI8tCScLsxHf0a0BSRe8LP_JjAcMYjsxuAE4KvdMRhcBCs-Dk2MiK9HA11letXN4Vd3TWfdeM,API,Sculptural,4,25.0,True,Mid Range
chair,Arden Upholstered Dining Armchair by World Market,269.99,269.99,4.5,84,world market,18,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTBkcSBmanyMV7Lq93Zr5Jcw5-TN6xPjo9136ibtB4NBEw_lw6OstK0XRFEmTTVebGl_0Iwhx6jX4LzulyCwEarZ0XE8ITgd7i8-EIwHlElKhnjUEeOKOwkqQ,API,Arden,6,16.666666666666664,True,Budget
chair,Ave Six Oakley Chair,38.0,38.0,4.5,150,american furniture warehouse,19,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQk27W_N2wXSfl8kXLlNgVcTL8T-FZosHPY-d1IGPeDcsk0xFjsbFOtC9h7u_5fYqvl43n3r37HR3IjxgkG7TgweOG3-Qld-mbfFok0DP56i1baOvY455v6IA,API,Ave,6,16.666666666666664,True,Budget
chair,VINGLI Corduroy Accent Chair Upholstered Arm Chair Burnt Orange,139.99,139.99,4.5,,lowe's,20,Free delivery by Thu,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTPliFqO_jGZ68uhYL0c2uQU24DC-nGTjBs_X_f0N3zX7pPqyd3mVvlloTi3OcziAmZifvt5wer7yFQziclazTLesOOc_qV-xp3moEQSTGkwNssBgPAg032dg,API,VINGLI,6,16.666666666666664,True,Budget
chair,Round Chair Natural Cord,531.0,531.0,4.7,93,rove concepts,21,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTMuXcPPpVE3vap4Q_EsbL_oOMoBqFkj1ox0tw3JWlVG7rkaX3rkOMmF7zhWmw0vwq3hOTT_IjDSrxDUWGokMYUUQwOD0MkCAPqwtpUHYoG4AJANqyTC2AhmQ,API,Round,4,25.0,True,Mid Range
chair,Staples Kelburne Luxura Faux Leather Computer and Desk Chair,149.99,149.99,4.4,16,staples,22,Free delivery by Tue,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQy6vgOB3pX7KA66fVyWVOPjQvUxYicW-_IIY8SzhqyBJz3oLFPdc0H8FmVwOWCE8iPFjsvC81pAesFEgZZeoWxBpC_cOu0c0oL84h3Ye5tIQrdx_EYadMg,API,Staples,7,14.285714285714285,True,Budget
chair,Emerge Vortex Bonded Leather Gaming Chair,159.99,159.99,2.8,4,best buy,23,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT0NKxWkMIkCFbH9V0MLwkTvz_R9NJFUufdc-3tl-kOM9NMXZQadWkTcsReuH9UXgOd_8zMj-UcCtKVVh4pFOAy4RZUfzrh0UtNCPcLk7uK_fNhqH1oLViS,API,Emerge,23,4.3478260869565215,False,Budget
chair,GDFSTUDIO Chenille Upholstered 360 Swivel Accent Club Chair with Metal Base,372.04,372.04,4.5,,home depot,24,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQs6AvEIiGqPXdOr0q-BrKywKn3GQznRZQjjW5C_MUpKHoWOu8yNlHwhEjYR9er8Uq1ydIk3dTECuTzvpdh_XQPFN3SXTY-9FVKZ2oXiOTY,API,GDFSTUDIO,6,16.666666666666664,True,Mid Range
chair,Chita Armchair Occasional Chair 360 Swivel Velvet,492.99,492.99,4.8,443,chita living,25,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTtSMGEYz-QQhxYhZrCDV378bfxUTTQsqKbO9vBi0UxL4zgpkDvbSh1axQSEyaeZlsGCuCtsh8Qk4H8Kl1UeFOj867I7sag_hH0UN4EsjiiJcgKM0kPhoUj,API,Chita,3,33.33333333333333,True,Mid Range
chair,Design Within Reach Flight Recliner Fabric,3971.25,3971.25,4.4,37,design within reach,26,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQx27-3ENKUB3Nopo9O_XcjYfLZT0q2mxNBVLlunQ5npcwuRZnATacolCDJeuZbQWDaDCNKe6izL_3kL-Eh0hF5LWIG9Ysqv1rC2tnMNJxjSkLcnCpmEE3oNg,API,Design,7,14.285714285714285,True,Mid Range
